etiket,metin,label,metin_tr,metin_islenmis
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1,09066362231 ACİL! 07xxxxxxxxx numaralı cep telefonunuz 02/06/03 tarihinde 2.000 £ bonus arayan ödülü kazandı! bu SİZE ulaşmak için 2. girişimim! En kısa zamanda 09066362231'i arayın!,SAYI aci l SAYI xxxxxxxxx numaralı cep telefonunuz SAYI SAYI SAYI tarihinde SAYI SAYI bonus arayan ödülü kazandı si ze ulaşmak SAYI girişimim kısa zamanda SAYI i arayın
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,0,Tamam güzel o zaman sonra gelip bulacağım ü... Şanslıyım ki sana daha erken gitmemi söyledim... Daha sonra pple al bitir ü bir daha yok...,tamam güzel zaman sonra gelip bulacağım ü şanslıyım sana erken gitmemi söyledim sonra pple al bitir ü
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0,"Sana düşeceğimi düşündüren şey nedir? Ama aslında 2 düşmeye oldukça yatkın olduğumu düşünüyorum. Şanslıyım ki babam evde, gelip beni almasını rica ediyorum.",sana düşeceğimi düşündüren şey nedir aslında SAYI düşmeye oldukça yatkın olduğumu düşünüyorum şanslıyım babam evde gelip beni almasını rica ediyorum
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",1,"SİZE 07801543489 en yeni Nokia Telefon, 40 GB iPod MP3 çalar veya 500 £ ödül garantilidir! Txt word:TOPLA No:83355'e! TC-LLC NY-ABD 150p/Mt msgrcvd18+",si ze SAYI yeni nokia telefon SAYI gb ipod mp SAYI çalar SAYI ödül garantilidir txt word topla no SAYI e tc llc ny abd SAYI p mt msgrcvd SAYI
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0,Hesabınız INR &lt;DECIMAL&gt; tarafından başarıyla yeniden dolduruldu; . KeralaCircle ön ödemeli hesap bakiyeniz Rs &lt;DECIMAL&gt; . İşlem Kimliğiniz KR &lt;#&gt; .,hesabınız inr lt decimal gt tarafından başarıyla yeniden dolduruldu keralacircle ön ödemeli hesap bakiyeniz rs lt decimal gt i şlem kimliğiniz kr lt gt
ham,I wont touch you with out your permission.,0,İznin olmadan sana dokunmayacağım.,i znin olmadan sana dokunmayacağım
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,1,"Merhaba, LUCY Kocam bütün gün toplantılarda Cuma ve ben otelde yalnız olacağım U süslü kimyon bitti mi? Lütfen 2 gün boyunca mesaj bırakın 09099726395 Lucy x Aramalar£1/dakikaMobsmoreLKPOBOX177HP51FL",merhaba lucy kocam gün toplantılarda cuma otelde yalnız olacağım u süslü kimyon bitti lütfen SAYI gün boyunca mesaj bırakın SAYI lucy x aramalar SAYI dakikamobsmorelkpobox SAYI hp SAYI fl
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0,"Dünyamın 7 harikası 7. Sen 6. Ur stili 5. Ur gülüşü 4. Ur Kişiliği 3. Ur Doğa 2. Ur SMS ve 1. ""Ur Güzel Dostluk""... günaydın canım",dünyamın SAYI harikası SAYI SAYI ur stili SAYI ur gülüşü SAYI ur kişiliği SAYI ur doğa SAYI ur sms SAYI ur güzel dostluk günaydın canım
ham,Take some small dose tablet for fever,0,Ateş için küçük dozda bir tablet alın,ateş küçük dozda tablet alın
ham,Oh. U must have taken your REAL Valentine out shopping first.,0,Ah. GERÇEK Sevgililer Günü'nü ilk önce alışverişe çıkarmış olmalısın.,ah gerçek sevgililer günü nü ilk önce alışverişe çıkarmış olmalısın
ham,"Just sent you an email – to an address with incomm in it, is that right?",0,"Az önce sana bir e-posta gönderdim; içinde iletişim bilgisi bulunan bir adrese, doğru mu?",az önce sana e posta gönderdim içinde iletişim bilgisi bulunan adrese doğru
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",0,"Will, bütün gece Blake'in evinde mi olacaksın? Buradan biraz erken çıkabilirim",will gece blake in evinde olacaksın buradan biraz erken çıkabilirim
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",0,"Dostluk oynanacak bir oyun değildir, Söylenecek söz değildir, Martta başlayıp Mayısta bitmez, Yarındır, dündür, bugündür ve e",dostluk oynanacak oyun değildir söylenecek söz değildir martta başlayıp mayısta bitmez yarındır dündür bugündür e
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",0,"Güzel. Bekle...şu anda mesaj atıyor olman mı gerekiyor? Biletini ödemeyeceğim, biliyorsun!",güzel bekle şu anda mesaj atıyor olman gerekiyor biletini ödemeyeceğim biliyorsun
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,0,"Kız kardeşimle Lotr'u arkadan izliyorum. Peki benimle 4 akşam yemeğinde buluşmak ister misin, istemez misin?",kız kardeşimle lotr u arkadan izliyorum peki benimle SAYI akşam yemeğinde buluşmak ister misin istemez misin
ham,Why you keeping me away like this,0,Neden beni bu şekilde uzak tutuyorsun?,neden beni şekilde uzak tutuyorsun
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,0,Bence bundan çok daha fazlası ama öğren. Yurdunuzdan bir yer için Google haritalarını kontrol edin.,bence bundan fazlası öğren yurdunuzdan yer google haritalarını kontrol edin
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,0,"Yolculuğum iyiydi ama oldukça yorucuydu. Üniversite bugün başlıyor ama benim için sorun değil çünkü herhangi bir modül almıyorum, sadece son yıl projeme odaklanıyorum.",yolculuğum iyiydi oldukça yorucuydu üniversite bugün başlıyor benim sorun değil çünkü herhangi modül almıyorum sadece son yıl projeme odaklanıyorum
ham,Have you always been saying welp?,0,Her zaman merhaba mı diyordun?,zaman merhaba diyordun
ham,"I'm a guy, browsin is compulsory",0,"Ben bir erkeğim, göz atmak zorunludur",erkeğim göz atmak zorunludur
ham,Ok...,0,Tamam...,tamam
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0,"İkili arasındaki dostluğun saflığı, kendisine iletilen mesajı okuduktan sonra gülümsemek değil, sadece ismini görünce gülümsemektir. Tanrım evng musthu",i kili arasındaki dostluğun saflığı kendisine iletilen mesajı okuduktan sonra gülümsemek değil sadece ismini görünce gülümsemektir tanrım evng musthu
ham,"Sorry, I'll call later",0,"Üzgünüm, sonra arayacağım",üzgünüm sonra arayacağım
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",0,"(Gerçekten umurumda olmadığını eklemeliyim ve eğer yapamazsan en azından bu herifin defolup gitmesini sağlayabilirim ama hey, eğer istersen paranı)",gerçekten umurumda olmadığını eklemeliyim eğer yapamazsan azından herifin defolup gitmesini sağlayabilirim hey eğer istersen paranı
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0,Merhaba sevgilim! Yeni işin nasıl gidiyor? Şimdi orada mısın? Mutlu musun? Beni düşünüyor musun? Uyanıyorum kölem ve sana denizin öte yanından alaycı bir öpücük gönderiyorum,merhaba sevgilim yeni işin nasıl gidiyor şimdi orada mısın mutlu musun beni düşünüyor musun uyanıyorum kölem sana denizin öte yanından alaycı öpücük gönderiyorum
ham,I told your number to gautham..,0,Gautham'a numaranı söyledim..,gautham a numaranı söyledim
ham,Tell them no need to investigate about me anywhere.,0,Onlara benim hakkımda hiçbir yerde araştırma yapmalarına gerek olmadığını söyle.,onlara benim hakkımda yerde araştırma yapmalarına gerek olmadığını söyle
ham,Ok i juz receive..,0,tamam alıyorum..,tamam alıyorum
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",0,"Bu sabah gerçekten söylemek istediğim tek şey günaydın iken sana bu kadar çok şey söylediğime inanamıyorum, seni seviyorum! Güzel bir sabah geçirin. Daha sonra kütüphanede görüşürüz.",sabah gerçekten söylemek istediğim tek şey günaydın iken sana şey söylediğime inanamıyorum seni seviyorum güzel sabah geçirin sonra kütüphanede görüşürüz
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1,Hesabınıza 500 ÜCRETSİZ Kısa Mesaj yüklendi. Etkinleştirmek için KREDİ kelimesini No: 80488'e mesaj göndermeniz yeterlidir. Şartlar ve Koşullar www.80488.biz,hesabınıza SAYI ücretsi z kısa mesaj yüklendi etkinleştirmek kredi kelimesini no SAYI e mesaj göndermeniz yeterlidir şartlar koşullar URL
ham,In the end she might still vomit but its okay. Not everything will come out.,0,Sonunda hala kusabilir ama sorun değil. Her şey ortaya çıkmayacak.,sonunda hala kusabilir sorun değil şey ortaya çıkmayacak
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,0,Parayla aran nasıl...seninki gibi...paranın bir önemi yok...nasılsın sha!,parayla aran nasıl seninki paranın önemi nasılsın sha
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,0,Hava durumuyla ilgili her şey var. Ekstra sıcak tutun. Soğuk algınlığı ama ciddi bir şey değil. Lütfen bol miktarda c vitamini,hava durumuyla ilgili şey ekstra sıcak tutun soğuk algınlığı ciddi şey değil lütfen bol miktarda c vitamini
ham,Hey gals.. Anyone of u going down to e driving centre tmr?,0,Selam kızlar.. Aranızda sürüş merkezi tmr'ye giden var mı?,selam kızlar aranızda sürüş merkezi tmr ye giden
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,0,"Artık her zaman yahoo messenger'dayım. Mesajı bana gönder ve alacağım, mobil modda göndermen gerekebilir, ama alacağım. Ve cevap verecektir.",artık zaman yahoo messenger dayım mesajı bana gönder alacağım mobil modda göndermen gerekebilir alacağım cevap verecektir
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,0,Şimdi onu giyiyorum. &lt;TIME&gt; saatine hazır olmalıdır;,şimdi onu giyiyorum lt time gt saatine hazır olmalıdır
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",0,"Zaman ve Gülümseme hayatımızdaki iki önemli şeydir. Bazen zaman bize gülümsemeyi unutturur, bazen de birinin gülümsemesi bize zamanı unutturur aman tanrım",zaman gülümseme hayatımızdaki iki önemli şeydir bazen zaman bize gülümsemeyi unutturur bazen birinin gülümsemesi bize zamanı unutturur aman tanrım
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",1,SMS. ac JSco: Enerji yüksek ama nereye kanalize edeceğinizi bilmiyor olabilirsiniz. 2 gün boyunca liderlik becerileriniz güçlü. Psişik? ANS'yi soruyla yanıtlayın. Son? Yanıtla END JSCO,sms ac jsco enerji yüksek nereye kanalize edeceğinizi bilmiyor olabilirsiniz SAYI gün boyunca liderlik becerileriniz güçlü psişik ans yi soruyla yanıtlayın son yanıtla end jsco
ham,Host-based IDPS for linux systems.,0,Linux sistemleri için ana bilgisayar tabanlı IDPS.,linux sistemleri ana bilgisayar tabanlı idps
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,"SICAK CANLI FANTAZİLER hemen arayın 08707509020 Dakikada sadece 20 peni NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 ulusal tarifeli bir aramadır",sicak canli fantazi ler hemen arayın SAYI dakikada sadece SAYI peni ntt ltd po box SAYI croydon cr SAYI SAYI wb SAYI ulusal tarifeli aramadır
ham,Don no da:)whats you plan?,0,Hayır da :) ne planlıyorsun?,hayır planlıyorsun
ham,Ill be there on  &lt;#&gt;  ok.,0,&lt;#&gt; tarihinde orada olacağım.  Tamam.,lt gt tarihinde orada olacağım tamam
ham,Oh my God. I'm almost home,0,Aman Tanrım. neredeyse evdeyim,aman tanrım neredeyse evdeyim
ham,Total video converter free download type this in google search:),0,Toplam video dönüştürücü ücretsiz indir bunu Google aramaya yazın :),toplam video dönüştürücü ücretsiz indir bunu google aramaya yazın
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,1,Oy için teşekkürler. Şimdi cep telefonunuzdaki Karaoke ile yıldızlarla birlikte şarkı söyleyin. ÜCRETSİZ bağlantı için şimdi SING ile yanıt vermeniz yeterli.,oy teşekkürler şimdi cep telefonunuzdaki karaoke yıldızlarla birlikte şarkı söyleyin ücretsi z bağlantı şimdi sing yanıt vermeniz yeterli
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,"Eğer sevimli kız sana kızarsa, bunu ciddiye alma.. Çünkü kızmak derin şefkat göstermenin en çocukça ve gerçek yoludur, dikkat et aşkım!.. kettoda manda... İyi günler da.",eğer sevimli kız sana kızarsa bunu ciddiye alma çünkü kızmak derin şefkat göstermenin çocukça gerçek yoludur dikkat et aşkım kettoda manda i yi günler
ham,Sounds like something that someone testing me would sayy,0,Beni test eden birinin söyleyeceği bir şeye benziyor,beni test eden birinin söyleyeceği şeye benziyor
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,0,"Birini sevdiğinde, onun seni senin kadar sevmesini sağlama. Ama onları o kadar çok sevin ki, sizin dışınızda kimse tarafından sevilmek istemesinler... Aman tanrım.",birini sevdiğinde onun seni senin sevmesini sağlama onları sevin sizin dışınızda kimse tarafından sevilmek istemesinler aman tanrım
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",0,"Pete, bu hâlâ senin telefonun mu? Ben üniversiteden Jenny ve Leanne. Şu anda ne yapıyorsun? :)",pete hâlâ senin telefonun üniversiteden jenny leanne şu anda yapıyorsun
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0,Üzgünüm. Beni saat sekiz buçukta istasyondan almanın sorun olup olmadığını kontrol etmek için. Bu uygun olur mu?,üzgünüm beni saat sekiz buçukta istasyondan almanın sorun olup olmadığını kontrol etmek uygun olur
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",0,"Hey tatlım, acaba ne zaman bana gelebilirsin diye merak ediyordum? Birine bir dosya göndermek istiyorum ama bağlantı kötü olduğu için yahoo'ya geçmiyor, benim için o sayfayı ayarlayıp format diskini indirdiğini hatırlıyor musun? Bunu nasıl yapacağımı bana söyleyebilir misin? Veya büyük dosyaları indirmenin başka bir yolunu biliyor musunuz? Çünkü internetten direkt olarak bir şeyler indirebiliyorlar. Herhangi bir yardım harika olurdu, avım... *alaycı öpücük*",hey tatlım acaba zaman bana gelebilirsin merak ediyordum birine dosya göndermek istiyorum bağlantı kötü olduğu yahoo geçmiyor benim sayfayı ayarlayıp format diskini indirdiğini hatırlıyor musun bunu nasıl yapacağımı bana söyleyebilir misin büyük dosyaları indirmenin başka yolunu biliyor musunuz çünkü internetten direkt şeyler indirebiliyorlar herhangi yardım harika olurdu avım alaycı öpücük
ham,Hows the champ just leaving glasgow!,0,Şampiyon Glasgow'dan nasıl ayrılıyor?,şampiyon glasgow dan nasıl ayrılıyor
ham,K:)all the best:)congrats...,0,K:)en iyi dileklerimle:)tebrikler...,k iyi dileklerimle tebrikler
ham,I wonder if you'll get this text?,0,Acaba bu mesajı alacak mısın?,acaba mesajı alacak mısın
ham,I need to come home and give you some good lovin...,0,Eve gelip sana güzel bir sevgi göstermem lazım...,eve gelip sana güzel sevgi göstermem lazım
